tranId,memberId,storeId,tranDate
2023-02-07T_3_12-02-35-007564_15,1107,3,07-02-2023
2023-02-07T_2_12-02-35-007564_16,1152,2,07-02-2023
2023-02-07T_1_12-02-35-007564_17,1137,1,07-02-2023
2023-02-07T_3_12-02-35-007564_18,1168,3,07-02-2023
2023-02-07T_2_12-02-35-007564_19,1122,2,07-02-2023
2023-02-07T_2_12-02-35-007564_20,1158,2,07-02-2023
2023-02-07T_3_12-02-35-007564_21,1167,3,07-02-2023
2023-02-08T_2_12-02-35-007564_1,1185,2,08-02-2023
2023-02-08T_3_12-02-35-008569_2,1102,3,08-02-2023
2023-02-08T_2_12-02-35-008569_3,1116,2,08-02-2023
2023-02-08T_1_12-02-35-008569_4,1163,1,08-02-2023
2023-02-08T_2_12-02-35-008569_5,1111,2,08-02-2023
2023-02-08T_3_12-02-35-008569_6,1171,3,08-02-2023
2023-02-08T_3_12-02-35-008569_7,1150,3,08-02-2023
2023-02-08T_3_12-02-35-008569_8,1133,3,08-02-2023
2023-02-08T_2_12-02-35-008569_9,1156,2,08-02-2023
2023-02-08T_1_12-02-35-008569_10,1173,1,08-02-2023
2023-02-08T_3_12-02-35-008569_11,1164,3,08-02-2023
2023-02-08T_3_12-02-35-008569_12,1129,3,08-02-2023
2023-02-08T_2_12-02-35-008569_13,1195,2,08-02-2023
2023-02-08T_1_12-02-35-008569_14,1115,1,08-02-2023
2023-02-08T_3_12-02-35-008569_15,1121,3,08-02-2023
2023-02-08T_2_12-02-35-008569_16,1131,2,08-02-2023
2023-02-08T_2_12-02-35-008569_17,1164,2,08-02-2023
2023-02-08T_2_12-02-35-008569_18,1146,2,08-02-2023
2023-02-08T_1_12-02-35-008569_19,1187,1,08-02-2023
2023-02-08T_2_12-02-35-008569_20,1170,2,08-02-2023
2023-02-08T_1_12-02-35-009698_21,1160,1,08-02-2023
2023-02-09T_3_12-02-35-009698_1,1141,3,09-02-2023
2023-02-09T_3_12-02-35-009698_2,1180,3,09-02-2023
2023-02-09T_1_12-02-35-009698_3,1106,1,09-02-2023
2023-02-09T_2_12-02-35-009698_4,1154,2,09-02-2023
2023-02-09T_2_12-02-35-009698_5,1179,2,09-02-2023
2023-02-09T_3_12-02-35-009698_6,1137,3,09-02-2023
2023-02-09T_2_12-02-35-009698_7,1189,2,09-02-2023
2023-02-09T_3_12-02-35-010203_8,1200,3,09-02-2023
2023-02-09T_1_12-02-35-010203_9,1170,1,09-02-2023
2023-02-09T_1_12-02-35-010203_10,1116,1,09-02-2023
2023-02-09T_1_12-02-35-010203_11,1189,1,09-02-2023
2023-02-09T_3_12-02-35-010203_12,1124,3,09-02-2023
2023-02-09T_3_12-02-35-010203_13,1148,3,09-02-2023
2023-02-09T_2_12-02-35-010203_14,1178,2,09-02-2023
2023-02-09T_1_12-02-35-010203_15,1120,1,09-02-2023
2023-02-09T_3_12-02-35-010203_16,1108,3,09-02-2023
2023-02-09T_2_12-02-35-010203_17,1141,2,09-02-2023
2023-02-09T_3_12-02-35-010203_18,1160,3,09-02-2023
2023-02-09T_3_12-02-35-010203_19,1123,3,09-02-2023
2023-02-09T_2_12-02-35-010203_20,1166,2,09-02-2023
2023-02-09T_3_12-02-35-010203_21,1124,3,09-02-2023
2023-02-09T_1_12-02-35-010203_22,1131,1,09-02-2023
2023-02-09T_1_12-02-35-010203_23,1125,1,09-02-2023
2023-02-09T_3_12-02-35-010203_24,1139,3,09-02-2023
2023-02-09T_2_12-02-35-010203_25,1158,2,09-02-2023
2023-02-09T_3_12-02-35-010203_26,1141,3,09-02-2023
2023-02-09T_3_12-02-35-011677_27,1199,3,09-02-2023
2023-02-09T_3_12-02-35-011677_28,1195,3,09-02-2023
2023-02-09T_1_12-02-35-011677_29,1123,1,09-02-2023
2023-02-09T_3_12-02-35-011677_30,1151,3,09-02-2023
2023-02-09T_2_12-02-35-011677_31,1116,2,09-02-2023
2023-02-09T_1_12-02-35-011677_32,1193,1,09-02-2023
2023-02-09T_3_12-02-35-011677_33,1173,3,09-02-2023
2023-02-09T_2_12-02-35-011677_34,1172,2,09-02-2023
2023-02-09T_3_12-02-35-011677_35,1177,3,09-02-2023
2023-02-09T_3_12-02-35-011677_36,1107,3,09-02-2023
2023-02-10T_1_12-02-35-011677_1,1187,1,10-02-2023
2023-02-10T_2_12-02-35-011677_2,1156,2,10-02-2023
2023-02-10T_3_12-02-35-011677_3,1138,3,10-02-2023
2023-02-10T_2_12-02-35-011677_4,1159,2,10-02-2023
2023-02-10T_2_12-02-35-011677_5,1191,2,10-02-2023
2023-02-10T_3_12-02-35-012905_6,1114,3,10-02-2023
2023-02-10T_3_12-02-35-012905_7,1128,3,10-02-2023
2023-02-10T_1_12-02-35-012905_8,1198,1,10-02-2023
2023-02-10T_3_12-02-35-012905_9,1185,3,10-02-2023
2023-02-10T_2_12-02-35-012905_10,1145,2,10-02-2023
2023-02-10T_2_12-02-35-012905_11,1128,2,10-02-2023
2023-02-10T_1_12-02-35-012905_12,1138,1,10-02-2023
2023-02-10T_3_12-02-35-012905_13,1198,3,10-02-2023
2023-02-10T_2_12-02-35-012905_14,1170,2,10-02-2023
2023-02-10T_1_12-02-35-013410_15,1163,1,10-02-2023
2023-02-10T_3_12-02-35-013410_16,1198,3,10-02-2023
2023-02-10T_3_12-02-35-013410_17,1152,3,10-02-2023
2023-02-10T_1_12-02-35-013410_18,1136,1,10-02-2023
2023-02-10T_2_12-02-35-013410_19,1175,2,10-02-2023
2023-02-10T_2_12-02-35-013410_20,1172,2,10-02-2023
2023-02-10T_3_12-02-35-013410_21,1116,3,10-02-2023
2023-02-10T_1_12-02-35-013410_22,1130,1,10-02-2023
2023-02-10T_3_12-02-35-013410_23,1141,3,10-02-2023
2023-02-10T_1_12-02-35-013410_24,1159,1,10-02-2023
2023-02-10T_2_12-02-35-013410_25,1151,2,10-02-2023
2023-02-10T_1_12-02-35-013410_26,1157,1,10-02-2023
2023-02-10T_3_12-02-35-013410_27,1137,3,10-02-2023
2023-02-10T_2_12-02-35-013410_28,1163,2,10-02-2023
2023-02-10T_1_12-02-35-013410_29,1159,1,10-02-2023
2023-02-10T_2_12-02-35-013410_30,1177,2,10-02-2023
2023-02-10T_3_12-02-35-013410_31,1118,3,10-02-2023
2023-02-10T_1_12-02-35-013410_32,1106,1,10-02-2023
2023-02-10T_3_12-02-35-013410_33,1110,3,10-02-2023
2023-02-10T_2_12-02-35-014755_34,1104,2,10-02-2023
2023-02-10T_1_12-02-35-014755_35,1186,1,10-02-2023
2023-02-10T_1_12-02-35-014755_36,1116,1,10-02-2023
2023-02-10T_3_12-02-35-014755_37,1104,3,10-02-2023
2023-02-10T_2_12-02-35-014755_38,1182,2,10-02-2023
2023-02-10T_2_12-02-35-014755_39,1138,2,10-02-2023
2023-02-11T_1_12-02-35-014755_1,1151,1,11-02-2023
2023-02-11T_3_12-02-35-014755_2,1180,3,11-02-2023
2023-02-11T_2_12-02-35-014755_3,1106,2,11-02-2023
2023-02-11T_2_12-02-35-014755_4,1120,2,11-02-2023
2023-02-11T_2_12-02-35-014755_5,1171,2,11-02-2023
2023-02-11T_3_12-02-35-014755_6,1191,3,11-02-2023
2023-02-11T_2_12-02-35-014755_7,1137,2,11-02-2023
2023-02-11T_1_12-02-35-014755_8,1150,1,11-02-2023
2023-02-11T_2_12-02-35-014755_9,1107,2,11-02-2023
2023-02-11T_3_12-02-35-014755_10,1130,3,11-02-2023
2023-02-11T_1_12-02-35-015784_11,1186,1,11-02-2023
2023-02-11T_2_12-02-35-015784_12,1101,2,11-02-2023
2023-02-11T_1_12-02-35-015784_13,1125,1,11-02-2023
2023-02-11T_2_12-02-35-015784_14,1111,2,11-02-2023
2023-02-11T_3_12-02-35-015784_15,1200,3,11-02-2023
2023-02-11T_3_12-02-35-015784_16,1139,3,11-02-2023
2023-02-11T_2_12-02-35-015784_17,1175,2,11-02-2023
2023-02-11T_1_12-02-35-015784_18,1181,1,11-02-2023
2023-02-11T_3_12-02-35-015784_19,1130,3,11-02-2023
2023-02-11T_2_12-02-35-015784_20,1147,2,11-02-2023
2023-02-11T_1_12-02-35-015784_21,1175,1,11-02-2023
2023-02-11T_1_12-02-35-015784_22,1174,1,11-02-2023
2023-02-11T_1_12-02-35-015784_23,1119,1,11-02-2023
2023-02-11T_1_12-02-35-015784_24,1162,1,11-02-2023
2023-02-11T_3_12-02-35-015784_25,1153,3,11-02-2023
2023-02-11T_2_12-02-35-016867_26,1115,2,11-02-2023
2023-02-11T_3_12-02-35-016867_27,1118,3,11-02-2023
2023-02-11T_1_12-02-35-016867_28,1119,1,11-02-2023
2023-02-11T_3_12-02-35-016867_29,1120,3,11-02-2023
2023-02-11T_2_12-02-35-016867_30,1156,2,11-02-2023
2023-02-11T_2_12-02-35-016867_31,1187,2,11-02-2023
2023-02-11T_2_12-02-35-016867_32,1141,2,11-02-2023
2023-02-11T_1_12-02-35-016867_33,1133,1,11-02-2023
2023-02-11T_2_12-02-35-016867_34,1128,2,11-02-2023
2023-02-11T_1_12-02-35-016867_35,1160,1,11-02-2023
2023-02-11T_1_12-02-35-016867_36,1161,1,11-02-2023
2023-02-11T_3_12-02-35-016867_37,1173,3,11-02-2023
2023-02-11T_1_12-02-35-016867_38,1114,1,11-02-2023
2023-02-11T_2_12-02-35-016867_39,1111,2,11-02-2023
2023-02-11T_1_12-02-35-016867_40,1196,1,11-02-2023
2023-02-11T_2_12-02-35-017875_41,1140,2,11-02-2023
2023-02-11T_2_12-02-35-017875_42,1123,2,11-02-2023
2023-02-12T_3_12-02-35-017875_1,1164,3,12-02-2023
2023-02-12T_3_12-02-35-017875_2,1145,3,12-02-2023
2023-02-12T_3_12-02-35-017875_3,1124,3,12-02-2023
2023-02-12T_3_12-02-35-017875_4,1148,3,12-02-2023
2023-02-12T_3_12-02-35-017875_5,1106,3,12-02-2023
2023-02-12T_3_12-02-35-017875_6,1144,3,12-02-2023
2023-02-12T_1_12-02-35-017875_7,1178,1,12-02-2023
2023-02-12T_2_12-02-35-017875_8,1161,2,12-02-2023
2023-02-12T_3_12-02-35-017875_9,1110,3,12-02-2023
2023-02-12T_2_12-02-35-017875_10,1151,2,12-02-2023
2023-02-13T_1_12-02-35-017875_1,1172,1,13-02-2023
2023-02-13T_3_12-02-35-017875_2,1192,3,13-02-2023
2023-02-13T_1_12-02-35-017875_3,1153,1,13-02-2023
2023-02-13T_3_12-02-35-017875_4,1144,3,13-02-2023
2023-02-13T_1_12-02-35-018881_5,1154,1,13-02-2023
2023-02-13T_2_12-02-35-018881_6,1169,2,13-02-2023
2023-02-13T_2_12-02-35-018881_7,1111,2,13-02-2023
2023-02-13T_1_12-02-35-018881_8,1195,1,13-02-2023
2023-02-13T_3_12-02-35-018881_9,1129,3,13-02-2023
2023-02-13T_2_12-02-35-018881_10,1156,2,13-02-2023
2023-02-13T_1_12-02-35-018881_11,1107,1,13-02-2023
2023-02-13T_1_12-02-35-018881_12,1107,1,13-02-2023
2023-02-13T_2_12-02-35-018881_13,1127,2,13-02-2023
2023-02-13T_2_12-02-35-018881_14,1180,2,13-02-2023
2023-02-13T_1_12-02-35-018881_15,1124,1,13-02-2023
2023-02-13T_1_12-02-35-018881_16,1137,1,13-02-2023
2023-02-13T_2_12-02-35-018881_17,1181,2,13-02-2023
2023-02-13T_1_12-02-35-018881_18,1118,1,13-02-2023
2023-02-13T_3_12-02-35-018881_19,1133,3,13-02-2023
2023-02-13T_1_12-02-35-018881_20,1123,1,13-02-2023
2023-02-13T_1_12-02-35-018881_21,1144,1,13-02-2023
2023-02-13T_3_12-02-35-018881_22,1136,3,13-02-2023
2023-02-13T_3_12-02-35-019876_23,1127,3,13-02-2023
2023-02-13T_1_12-02-35-019876_24,1111,1,13-02-2023
2023-02-13T_2_12-02-35-019876_25,1107,2,13-02-2023
2023-02-13T_2_12-02-35-019876_26,1141,2,13-02-2023
2023-02-13T_1_12-02-35-019876_27,1155,1,13-02-2023
2023-02-13T_1_12-02-35-019876_28,1181,1,13-02-2023
2023-02-13T_2_12-02-35-019876_29,1145,2,13-02-2023
2023-02-13T_3_12-02-35-019876_30,1140,3,13-02-2023
2023-02-13T_3_12-02-35-019876_31,1116,3,13-02-2023
2023-02-13T_1_12-02-35-019876_32,1178,1,13-02-2023
2023-02-13T_2_12-02-35-019876_33,1128,2,13-02-2023
2023-02-13T_2_12-02-35-019876_34,1137,2,13-02-2023
2023-02-13T_3_12-02-35-019876_35,1109,3,13-02-2023
2023-02-13T_3_12-02-35-019876_36,1111,3,13-02-2023
2023-02-13T_3_12-02-35-019876_37,1160,3,13-02-2023
2023-02-13T_1_12-02-35-020874_38,1145,1,13-02-2023
2023-02-13T_1_12-02-35-020874_39,1102,1,13-02-2023
2023-02-13T_3_12-02-35-020874_40,1115,3,13-02-2023
2023-02-13T_3_12-02-35-020874_41,1200,3,13-02-2023
2023-02-13T_1_12-02-35-020874_42,1180,1,13-02-2023
2023-02-13T_3_12-02-35-020874_43,1170,3,13-02-2023
2023-02-13T_3_12-02-35-020874_44,1104,3,13-02-2023
2023-02-14T_2_12-02-35-020874_1,1123,2,14-02-2023
2023-02-14T_1_12-02-35-020874_2,1111,1,14-02-2023
2023-02-14T_1_12-02-35-020874_3,1177,1,14-02-2023
2023-02-15T_2_12-02-35-020874_1,1142,2,15-02-2023
2023-02-15T_1_12-02-35-020874_2,1147,1,15-02-2023
2023-02-15T_1_12-02-35-020874_3,1125,1,15-02-2023
2023-02-15T_1_12-02-35-020874_4,1102,1,15-02-2023
2023-02-15T_3_12-02-35-021875_5,1179,3,15-02-2023
2023-02-15T_3_12-02-35-021875_6,1177,3,15-02-2023
2023-02-15T_1_12-02-35-021875_7,1129,1,15-02-2023
2023-02-15T_1_12-02-35-021875_8,1107,1,15-02-2023
2023-02-15T_2_12-02-35-021875_9,1134,2,15-02-2023
2023-02-15T_3_12-02-35-021875_10,1117,3,15-02-2023
2023-02-15T_3_12-02-35-021875_11,1113,3,15-02-2023
2023-02-15T_2_12-02-35-021875_12,1185,2,15-02-2023
2023-02-15T_2_12-02-35-021875_13,1191,2,15-02-2023
2023-02-15T_3_12-02-35-021875_14,1179,3,15-02-2023
2023-02-15T_3_12-02-35-021875_15,1190,3,15-02-2023
2023-02-15T_3_12-02-35-021875_16,1144,3,15-02-2023
2023-02-15T_3_12-02-35-021875_17,1195,3,15-02-2023
2023-02-15T_3_12-02-35-021875_18,1148,3,15-02-2023
2023-02-15T_2_12-02-35-021875_19,1109,2,15-02-2023
2023-02-15T_3_12-02-35-022873_20,1125,3,15-02-2023
2023-02-15T_3_12-02-35-022873_21,1199,3,15-02-2023
2023-02-15T_3_12-02-35-022873_22,1110,3,15-02-2023
2023-02-15T_2_12-02-35-022873_23,1187,2,15-02-2023
2023-02-15T_3_12-02-35-022873_24,1135,3,15-02-2023
2023-02-15T_1_12-02-35-022873_25,1138,1,15-02-2023
2023-02-15T_2_12-02-35-022873_26,1146,2,15-02-2023
2023-02-15T_1_12-02-35-022873_27,1197,1,15-02-2023
2023-02-15T_1_12-02-35-022873_28,1158,1,15-02-2023
2023-02-15T_1_12-02-35-022873_29,1130,1,15-02-2023
2023-02-16T_3_12-02-35-022873_1,1134,3,16-02-2023
2023-02-16T_1_12-02-35-022873_2,1145,1,16-02-2023
2023-02-16T_3_12-02-35-022873_3,1194,3,16-02-2023
2023-02-16T_2_12-02-35-023873_4,1180,2,16-02-2023
2023-02-16T_3_12-02-35-023873_5,1103,3,16-02-2023
2023-02-16T_1_12-02-35-023873_6,1117,1,16-02-2023
2023-02-16T_3_12-02-35-023873_7,1129,3,16-02-2023
2023-02-16T_3_12-02-35-023873_8,1102,3,16-02-2023
2023-02-16T_2_12-02-35-023873_9,1137,2,16-02-2023
2023-02-16T_1_12-02-35-023873_10,1165,1,16-02-2023
2023-02-16T_3_12-02-35-023873_11,1111,3,16-02-2023
2023-02-16T_3_12-02-35-023873_12,1154,3,16-02-2023
2023-02-16T_1_12-02-35-023873_13,1158,1,16-02-2023
2023-02-16T_3_12-02-35-023873_14,1194,3,16-02-2023
2023-02-16T_2_12-02-35-023873_15,1154,2,16-02-2023
2023-02-16T_2_12-02-35-023873_16,1195,2,16-02-2023
2023-02-16T_3_12-02-35-024876_17,1152,3,16-02-2023
2023-02-16T_1_12-02-35-024876_18,1108,1,16-02-2023
2023-02-16T_3_12-02-35-024876_19,1166,3,16-02-2023
2023-02-16T_1_12-02-35-024876_20,1198,1,16-02-2023
2023-02-16T_3_12-02-35-024876_21,1185,3,16-02-2023
2023-02-16T_3_12-02-35-024876_22,1188,3,16-02-2023
2023-02-16T_2_12-02-35-024876_23,1185,2,16-02-2023
2023-02-16T_3_12-02-35-024876_24,1102,3,16-02-2023
2023-02-16T_3_12-02-35-024876_25,1193,3,16-02-2023
2023-02-16T_3_12-02-35-024876_26,1155,3,16-02-2023
2023-02-16T_3_12-02-35-024876_27,1151,3,16-02-2023
2023-02-16T_3_12-02-35-024876_28,1114,3,16-02-2023
2023-02-16T_1_12-02-35-024876_29,1146,1,16-02-2023
2023-02-16T_3_12-02-35-024876_30,1194,3,16-02-2023
2023-02-16T_2_12-02-35-025888_31,1140,2,16-02-2023
2023-02-16T_1_12-02-35-025888_32,1139,1,16-02-2023
2023-02-16T_1_12-02-35-025888_33,1128,1,16-02-2023
2023-02-16T_3_12-02-35-025888_34,1129,3,16-02-2023
2023-02-16T_3_12-02-35-025888_35,1161,3,16-02-2023
2023-02-16T_1_12-02-35-025888_36,1121,1,16-02-2023
2023-02-16T_2_12-02-35-025888_37,1180,2,16-02-2023
2023-02-16T_2_12-02-35-025888_38,1116,2,16-02-2023
2023-02-16T_2_12-02-35-025888_39,1121,2,16-02-2023
2023-02-16T_1_12-02-35-025888_40,1199,1,16-02-2023
2023-02-16T_2_12-02-35-025888_41,1144,2,16-02-2023
2023-02-16T_2_12-02-35-025888_42,1191,2,16-02-2023
2023-02-16T_3_12-02-35-025888_43,1168,3,16-02-2023
2023-02-16T_1_12-02-35-025888_44,1114,1,16-02-2023
2023-02-16T_2_12-02-35-025888_45,1156,2,16-02-2023
2023-02-16T_2_12-02-35-025888_46,1145,2,16-02-2023
2023-02-16T_1_12-02-35-026903_47,1178,1,16-02-2023
2023-02-16T_2_12-02-35-026903_48,1149,2,16-02-2023
2023-02-17T_1_12-02-35-026903_1,1194,1,17-02-2023
2023-02-17T_2_12-02-35-026903_2,1125,2,17-02-2023
2023-02-17T_2_12-02-35-026903_3,1169,2,17-02-2023
2023-02-17T_1_12-02-35-026903_4,1136,1,17-02-2023
2023-02-17T_3_12-02-35-026903_5,1165,3,17-02-2023
2023-02-17T_1_12-02-35-026903_6,1168,1,17-02-2023
2023-02-17T_1_12-02-35-026903_7,1127,1,17-02-2023
2023-02-17T_1_12-02-35-026903_8,1132,1,17-02-2023
2023-02-17T_2_12-02-35-026903_9,1184,2,17-02-2023
2023-02-17T_2_12-02-35-026903_10,1200,2,17-02-2023
2023-02-17T_2_12-02-35-026903_11,1163,2,17-02-2023
2023-02-17T_2_12-02-35-026903_12,1170,2,17-02-2023
2023-02-17T_2_12-02-35-026903_13,1192,2,17-02-2023
2023-02-17T_3_12-02-35-026903_14,1129,3,17-02-2023
2023-02-17T_1_12-02-35-026903_15,1151,1,17-02-2023
2023-02-17T_1_12-02-35-026903_16,1138,1,17-02-2023
2023-02-17T_3_12-02-35-026903_17,1121,3,17-02-2023
2023-02-17T_2_12-02-35-026903_18,1152,2,17-02-2023
2023-02-17T_2_12-02-35-028324_19,1127,2,17-02-2023
2023-02-17T_2_12-02-35-028324_20,1160,2,17-02-2023
2023-02-17T_1_12-02-35-028324_21,1145,1,17-02-2023
2023-02-17T_3_12-02-35-028324_22,1171,3,17-02-2023
2023-02-17T_3_12-02-35-028324_23,1192,3,17-02-2023
2023-02-17T_2_12-02-35-028324_24,1187,2,17-02-2023
2023-02-17T_1_12-02-35-028324_25,1139,1,17-02-2023
2023-02-17T_3_12-02-35-028324_26,1170,3,17-02-2023
2023-02-17T_1_12-02-35-028324_27,1173,1,17-02-2023
2023-02-17T_1_12-02-35-028324_28,1129,1,17-02-2023
2023-02-17T_2_12-02-35-028324_29,1129,2,17-02-2023
2023-02-17T_3_12-02-35-028324_30,1194,3,17-02-2023
2023-02-17T_1_12-02-35-028324_31,1172,1,17-02-2023
2023-02-17T_1_12-02-35-028324_32,1149,1,17-02-2023
2023-02-17T_1_12-02-35-028324_33,1142,1,17-02-2023
2023-02-18T_2_12-02-35-028324_1,1105,2,18-02-2023
2023-02-18T_1_12-02-35-028324_2,1142,1,18-02-2023
2023-02-18T_1_12-02-35-028324_3,1145,1,18-02-2023
2023-02-18T_2_12-02-35-028324_4,1158,2,18-02-2023
2023-02-18T_3_12-02-35-028324_5,1198,3,18-02-2023
2023-02-18T_2_12-02-35-028324_6,1161,2,18-02-2023
2023-02-18T_1_12-02-35-028324_7,1172,1,18-02-2023
2023-02-18T_3_12-02-35-029602_8,1118,3,18-02-2023
2023-02-18T_2_12-02-35-029602_9,1108,2,18-02-2023
2023-02-18T_1_12-02-35-029602_10,1178,1,18-02-2023
2023-02-18T_3_12-02-35-029602_11,1135,3,18-02-2023
2023-02-18T_2_12-02-35-029602_12,1199,2,18-02-2023
2023-02-18T_2_12-02-35-029602_13,1141,2,18-02-2023
2023-02-18T_2_12-02-35-029602_14,1181,2,18-02-2023
2023-02-18T_1_12-02-35-030106_15,1149,1,18-02-2023
2023-02-18T_2_12-02-35-030106_16,1174,2,18-02-2023
2023-02-18T_1_12-02-35-030106_17,1150,1,18-02-2023
2023-02-18T_2_12-02-35-030106_18,1175,2,18-02-2023
2023-02-18T_1_12-02-35-030106_19,1128,1,18-02-2023
2023-02-18T_1_12-02-35-030106_20,1130,1,18-02-2023
2023-02-18T_2_12-02-35-030106_21,1163,2,18-02-2023
2023-02-18T_2_12-02-35-030106_22,1136,2,18-02-2023
2023-02-18T_3_12-02-35-030106_23,1153,3,18-02-2023
2023-02-18T_2_12-02-35-030106_24,1173,2,18-02-2023
2023-02-18T_2_12-02-35-030106_25,1128,2,18-02-2023
2023-02-18T_1_12-02-35-030106_26,1195,1,18-02-2023
2023-02-18T_2_12-02-35-030106_27,1175,2,18-02-2023
2023-02-18T_3_12-02-35-030106_28,1163,3,18-02-2023
2023-02-18T_2_12-02-35-030106_29,1168,2,18-02-2023
2023-02-18T_1_12-02-35-030106_30,1185,1,18-02-2023
2023-02-18T_1_12-02-35-030106_31,1149,1,18-02-2023
2023-02-18T_2_12-02-35-030106_32,1178,2,18-02-2023
2023-02-18T_3_12-02-35-030106_33,1103,3,18-02-2023
2023-02-18T_1_12-02-35-031112_34,1157,1,18-02-2023
2023-02-18T_2_12-02-35-031112_35,1173,2,18-02-2023
2023-02-18T_2_12-02-35-031112_36,1118,2,18-02-2023
2023-02-18T_2_12-02-35-031112_37,1160,2,18-02-2023
2023-02-18T_3_12-02-35-031112_38,1180,3,18-02-2023
2023-02-18T_1_12-02-35-031112_39,1152,1,18-02-2023
2023-02-18T_2_12-02-35-031112_40,1107,2,18-02-2023
2023-02-18T_1_12-02-35-031112_41,1141,1,18-02-2023
2023-02-18T_3_12-02-35-031112_42,1140,3,18-02-2023
2023-02-18T_1_12-02-35-031112_43,1175,1,18-02-2023
2023-02-18T_1_12-02-35-032114_44,1143,1,18-02-2023
2023-02-18T_3_12-02-35-032114_45,1101,3,18-02-2023
2023-02-18T_1_12-02-35-032114_46,1198,1,18-02-2023
2023-02-19T_1_12-02-35-032114_1,1116,1,19-02-2023
2023-02-19T_1_12-02-35-032114_2,1109,1,19-02-2023
2023-02-19T_1_12-02-35-032114_3,1127,1,19-02-2023
2023-02-19T_3_12-02-35-032114_4,1117,3,19-02-2023
2023-02-19T_3_12-02-35-032114_5,1121,3,19-02-2023
2023-02-19T_3_12-02-35-032114_6,1107,3,19-02-2023
2023-02-19T_2_12-02-35-032114_7,1141,2,19-02-2023
2023-02-19T_3_12-02-35-032114_8,1155,3,19-02-2023
2023-02-19T_2_12-02-35-032114_9,1145,2,19-02-2023
2023-02-19T_3_12-02-35-032114_10,1194,3,19-02-2023
2023-02-19T_1_12-02-35-032114_11,1200,1,19-02-2023
2023-02-19T_2_12-02-35-032114_12,1149,2,19-02-2023
2023-02-19T_1_12-02-35-032114_13,1166,1,19-02-2023
2023-02-19T_1_12-02-35-032114_14,1155,1,19-02-2023
2023-02-19T_1_12-02-35-032114_15,1105,1,19-02-2023
2023-02-19T_3_12-02-35-032114_16,1154,3,19-02-2023
2023-02-19T_1_12-02-35-033390_17,1194,1,19-02-2023
2023-02-19T_1_12-02-35-033390_18,1187,1,19-02-2023
2023-02-19T_3_12-02-35-033390_19,1105,3,19-02-2023
2023-02-19T_3_12-02-35-033390_20,1128,3,19-02-2023
2023-02-19T_1_12-02-35-033390_21,1151,1,19-02-2023
2023-02-19T_1_12-02-35-033390_22,1101,1,19-02-2023
2023-02-19T_1_12-02-35-033894_23,1162,1,19-02-2023
2023-02-19T_1_12-02-35-033894_24,1151,1,19-02-2023
2023-02-19T_1_12-02-35-033894_25,1193,1,19-02-2023
2023-02-19T_3_12-02-35-033894_26,1194,3,19-02-2023
2023-02-19T_2_12-02-35-033894_27,1154,2,19-02-2023
2023-02-19T_2_12-02-35-033894_28,1112,2,19-02-2023
2023-02-19T_3_12-02-35-033894_29,1196,3,19-02-2023
2023-02-19T_1_12-02-35-033894_30,1137,1,19-02-2023
2023-02-19T_3_12-02-35-033894_31,1188,3,19-02-2023
2023-02-19T_1_12-02-35-033894_32,1135,1,19-02-2023
2023-02-19T_1_12-02-35-033894_33,1102,1,19-02-2023
2023-02-19T_2_12-02-35-033894_34,1146,2,19-02-2023
2023-02-19T_3_12-02-35-033894_35,1134,3,19-02-2023
2023-02-19T_1_12-02-35-033894_36,1102,1,19-02-2023
2023-02-19T_3_12-02-35-033894_37,1160,3,19-02-2023
2023-02-19T_2_12-02-35-033894_38,1127,2,19-02-2023
2023-02-19T_3_12-02-35-033894_39,1127,3,19-02-2023
2023-02-19T_2_12-02-35-033894_40,1199,2,19-02-2023
2023-02-19T_3_12-02-35-033894_41,1159,3,19-02-2023
2023-02-19T_1_12-02-35-034902_42,1148,1,19-02-2023
2023-02-19T_3_12-02-35-034902_43,1123,3,19-02-2023
2023-02-19T_2_12-02-35-034902_44,1197,2,19-02-2023
2023-02-19T_2_12-02-35-034902_45,1112,2,19-02-2023
2023-02-19T_2_12-02-35-034902_46,1180,2,19-02-2023
2023-02-20T_3_12-02-35-034902_1,1184,3,20-02-2023
2023-02-20T_2_12-02-35-034902_2,1193,2,20-02-2023
2023-02-20T_1_12-02-35-034902_3,1137,1,20-02-2023
2023-02-20T_1_12-02-35-034902_4,1145,1,20-02-2023
2023-02-20T_2_12-02-35-034902_5,1190,2,20-02-2023
2023-02-20T_2_12-02-35-034902_6,1142,2,20-02-2023
2023-02-20T_2_12-02-35-034902_7,1182,2,20-02-2023
2023-02-20T_1_12-02-35-034902_8,1105,1,20-02-2023
2023-02-20T_1_12-02-35-034902_9,1105,1,20-02-2023
2023-02-20T_3_12-02-35-034902_10,1157,3,20-02-2023
2023-02-20T_2_12-02-35-034902_11,1176,2,20-02-2023
2023-02-20T_2_12-02-35-034902_12,1199,2,20-02-2023
2023-02-20T_1_12-02-35-034902_13,1192,1,20-02-2023
2023-02-20T_2_12-02-35-034902_14,1188,2,20-02-2023
2023-02-20T_2_12-02-35-034902_15,1155,2,20-02-2023
2023-02-20T_2_12-02-35-034902_16,1107,2,20-02-2023
2023-02-20T_1_12-02-35-035901_17,1119,1,20-02-2023
2023-02-20T_2_12-02-35-035901_18,1103,2,20-02-2023
2023-02-20T_3_12-02-35-035901_19,1121,3,20-02-2023
